accession,experiment,experiment,instrument,run,spots,bases,size,published
ERR771038,ERX714281,ERX714281[accn],Illumina MiSeq,ERR771038,"808,487",333.5M,188.3Mb,3/4/15
ERR771039,ERX714282,ERX714282[accn],Illumina MiSeq,ERR771039,"2,208,992",760.7M,407Mb,3/4/15
ERR771039,ERX714282,ERX714282[accn],Illumina MiSeq,ERR771039,"2,208,992",760.7M,407Mb,3/4/15
ERR771040,ERX714283,ERX714283[accn],Illumina MiSeq,ERR771040,"3,892,674",2.2G,1.1Gb,3/4/15
ERR771040,ERX714283,ERX714283[accn],Illumina MiSeq,ERR771040,"3,892,674",2.2G,1.1Gb,3/4/15
ERR771041,ERX714284,ERX714284[accn],Illumina MiSeq,ERR771041,"1,863,360",681.6M,368.7Mb,3/4/15
ERR771041,ERX714284,ERX714284[accn],Illumina MiSeq,ERR771041,"1,863,360",681.6M,368.7Mb,3/4/15
ERR771042,ERX714279,ERX714279[accn],Illumina MiSeq,ERR771042,"2,115,871",890M,504.3Mb,3/4/15
ERR771042,ERX714279,ERX714279[accn],Illumina MiSeq,ERR771042,"2,115,871",890M,504.3Mb,3/4/15
ERR771044,ERX714227,ERX714227[accn],Illumina MiSeq,ERR771044,"1,753,038",628.3M,336.5Mb,3/4/15
ERR771044,ERX714227,ERX714227[accn],Illumina MiSeq,ERR771044,"1,753,038",628.3M,336.5Mb,3/4/15
ERR771045,ERX714285,ERX714285[accn],Illumina MiSeq,ERR771045,"3,213,436",1.8G,1Gb,3/4/15
ERR771045,ERX714285,ERX714285[accn],Illumina MiSeq,ERR771045,"3,213,436",1.8G,1Gb,3/4/15
ERR771046,ERX714286,ERX714286[accn],Illumina MiSeq,ERR771046,"2,689,087",944.5M,526.7Mb,3/4/15
ERR771046,ERX714286,ERX714286[accn],Illumina MiSeq,ERR771046,"2,689,087",944.5M,526.7Mb,3/4/15
ERR771047,ERX714288,ERX714288[accn],Illumina MiSeq,ERR771047,"2,520,820",883M,496.6Mb,3/4/15
ERR771047,ERX714288,ERX714288[accn],Illumina MiSeq,ERR771047,"2,520,820",883M,496.6Mb,3/4/15
ERR771048,ERX714291,ERX714291[accn],Illumina MiSeq,ERR771048,"2,495,795",818.7M,436.5Mb,3/4/15
ERR771048,ERX714291,ERX714291[accn],Illumina MiSeq,ERR771048,"2,495,795",818.7M,436.5Mb,3/4/15
ERR771049,ERX714290,ERX714290[accn],Illumina MiSeq,ERR771049,"2,211,344",742.4M,401.5Mb,3/4/15
ERR771049,ERX714290,ERX714290[accn],Illumina MiSeq,ERR771049,"2,211,344",742.4M,401.5Mb,3/4/15
ERR771050,ERX714289,ERX714289[accn],Illumina MiSeq,ERR771050,"1,998,924",743.8M,397.7Mb,3/4/15
ERR771050,ERX714289,ERX714289[accn],Illumina MiSeq,ERR771050,"1,998,924",743.8M,397.7Mb,3/4/15
ERR771051,ERX714358,ERX714358[accn],Illumina MiSeq,ERR771051,"1,676,120",602.5M,329.2Mb,3/4/15
ERR771051,ERX714358,ERX714358[accn],Illumina MiSeq,ERR771051,"1,676,120",602.5M,329.2Mb,3/4/15
ERR771052,ERX714347,ERX714347[accn],Illumina MiSeq,ERR771052,"2,549,378",1.4G,877.7Mb,3/4/15
ERR771052,ERX714347,ERX714347[accn],Illumina MiSeq,ERR771052,"2,549,378",1.4G,877.7Mb,3/4/15
ERR771053,ERX714225,ERX714225[accn],Illumina MiSeq,ERR771053,"2,429,091",1G,594Mb,3/4/15
ERR771053,ERX714225,ERX714225[accn],Illumina MiSeq,ERR771053,"2,429,091",1G,594Mb,3/4/15
ERR771054,ERX714228,ERX714228[accn],Illumina MiSeq,ERR771054,"2,259,913",1.1G,679.4Mb,3/4/15
ERR771054,ERX714228,ERX714228[accn],Illumina MiSeq,ERR771054,"2,259,913",1.1G,679.4Mb,3/4/15
ERR771055,ERX714231,ERX714231[accn],Illumina MiSeq,ERR771055,"2,195,792",849M,463.7Mb,3/4/15
ERR771055,ERX714231,ERX714231[accn],Illumina MiSeq,ERR771055,"2,195,792",849M,463.7Mb,3/4/15
ERR771056,ERX714260,ERX714260[accn],Illumina MiSeq,ERR771056,"2,170,231",905.5M,512.4Mb,3/4/15
ERR771056,ERX714260,ERX714260[accn],Illumina MiSeq,ERR771056,"2,170,231",905.5M,512.4Mb,3/4/15
ERR771057,ERX714232,ERX714232[accn],Illumina MiSeq,ERR771057,"2,197,759",700.6M,376.6Mb,3/4/15
ERR771057,ERX714232,ERX714232[accn],Illumina MiSeq,ERR771057,"2,197,759",700.6M,376.6Mb,3/4/15
ERR771059,ERX714223,ERX714223[accn],Illumina MiSeq,ERR771059,"1,231,827",451.1M,228.6Mb,3/4/15
ERR771059,ERX714223,ERX714223[accn],Illumina MiSeq,ERR771059,"1,231,827",451.1M,228.6Mb,3/4/15
ERR771058,ERX714224,ERX714224[accn],Illumina MiSeq,ERR771058,"2,147,780",804.2M,467.4Mb,3/4/15
ERR771058,ERX714224,ERX714224[accn],Illumina MiSeq,ERR771058,"2,147,780",804.2M,467.4Mb,3/4/15
ERR771065,ERX714293,ERX714293[accn],Illumina MiSeq,ERR771065,"1,209,281",463.6M,240.2Mb,3/4/15
ERR771065,ERX714293,ERX714293[accn],Illumina MiSeq,ERR771065,"1,209,281",463.6M,240.2Mb,3/4/15
ERR771066,ERX714250,ERX714250[accn],Illumina MiSeq,ERR771066,"1,334,084",507.2M,258.1Mb,3/4/15
ERR771066,ERX714250,ERX714250[accn],Illumina MiSeq,ERR771066,"1,334,084",507.2M,258.1Mb,3/4/15
ERR771067,ERX714294,ERX714294[accn],Illumina MiSeq,ERR771067,"1,547,784",586.9M,309.8Mb,3/4/15
ERR771067,ERX714294,ERX714294[accn],Illumina MiSeq,ERR771067,"1,547,784",586.9M,309.8Mb,3/4/15
ERR771068,ERX714253,ERX714253[accn],Illumina MiSeq,ERR771068,"1,610,966",635.6M,324.4Mb,3/4/15
ERR771068,ERX714253,ERX714253[accn],Illumina MiSeq,ERR771068,"1,610,966",635.6M,324.4Mb,3/4/15
ERR771069,ERX714257,ERX714257[accn],Illumina MiSeq,ERR771069,"959,595",368.7M,189.2Mb,3/4/15
ERR771069,ERX714257,ERX714257[accn],Illumina MiSeq,ERR771069,"959,595",368.7M,189.2Mb,3/4/15
ERR771070,ERX714296,ERX714296[accn],Illumina MiSeq,ERR771070,"1,426,578",514.7M,269.4Mb,3/4/15
ERR771070,ERX714296,ERX714296[accn],Illumina MiSeq,ERR771070,"1,426,578",514.7M,269.4Mb,3/4/15
ERR771071,ERX714295,ERX714295[accn],Illumina MiSeq,ERR771071,"1,268,340",460.4M,231.4Mb,3/4/15
ERR771071,ERX714295,ERX714295[accn],Illumina MiSeq,ERR771071,"1,268,340",460.4M,231.4Mb,3/4/15
ERR771072,ERX714242,ERX714242[accn],Illumina MiSeq,ERR771072,"1,444,751",536.2M,277.3Mb,3/4/15
ERR771072,ERX714242,ERX714242[accn],Illumina MiSeq,ERR771072,"1,444,751",536.2M,277.3Mb,3/4/15
ERR771074,ERX714256,ERX714256[accn],Illumina MiSeq,ERR771074,"1,702,695",605M,302.6Mb,3/4/15
ERR771074,ERX714256,ERX714256[accn],Illumina MiSeq,ERR771074,"1,702,695",605M,302.6Mb,3/4/15
ERR771075,ERX714297,ERX714297[accn],Illumina MiSeq,ERR771075,"1,260,026",480.8M,244.7Mb,3/4/15
ERR771075,ERX714297,ERX714297[accn],Illumina MiSeq,ERR771075,"1,260,026",480.8M,244.7Mb,3/4/15
ERR771076,ERX714298,ERX714298[accn],Illumina MiSeq,ERR771076,"569,074",259.3M,140.9Mb,3/4/15
ERR771076,ERX714298,ERX714298[accn],Illumina MiSeq,ERR771076,"569,074",259.3M,140.9Mb,3/4/15
ERR771077,ERX714299,ERX714299[accn],Illumina MiSeq,ERR771077,"1,183,894",457.1M,230Mb,3/4/15
ERR771077,ERX714299,ERX714299[accn],Illumina MiSeq,ERR771077,"1,183,894",457.1M,230Mb,3/4/15
ERR771079,ERX714300,ERX714300[accn],Illumina MiSeq,ERR771079,"1,277,932",477.1M,237.6Mb,3/4/15
ERR771079,ERX714300,ERX714300[accn],Illumina MiSeq,ERR771079,"1,277,932",477.1M,237.6Mb,3/4/15
ERR771080,ERX714222,ERX714222[accn],Illumina MiSeq,ERR771080,"1,156,692",457.7M,236.3Mb,3/4/15
ERR771080,ERX714222,ERX714222[accn],Illumina MiSeq,ERR771080,"1,156,692",457.7M,236.3Mb,3/4/15
ERR771081,ERX714287,ERX714287[accn],Illumina MiSeq,ERR771081,"1,049,596",427.5M,220.7Mb,3/4/15
ERR771081,ERX714287,ERX714287[accn],Illumina MiSeq,ERR771081,"1,049,596",427.5M,220.7Mb,3/4/15
ERR771082,ERX714243,ERX714243[accn],Illumina MiSeq,ERR771082,"2,007,669",729.9M,368.1Mb,3/4/15
ERR771082,ERX714243,ERX714243[accn],Illumina MiSeq,ERR771082,"2,007,669",729.9M,368.1Mb,3/4/15
ERR771083,ERX714255,ERX714255[accn],Illumina MiSeq,ERR771083,"1,086,012",352.1M,157.5Mb,3/4/15
ERR771083,ERX714255,ERX714255[accn],Illumina MiSeq,ERR771083,"1,086,012",352.1M,157.5Mb,3/4/15
ERR771084,ERX714292,ERX714292[accn],Illumina MiSeq,ERR771084,"1,045,275",348M,156.5Mb,3/4/15
ERR771084,ERX714292,ERX714292[accn],Illumina MiSeq,ERR771084,"1,045,275",348M,156.5Mb,3/4/15
ERR771085,ERX714270,ERX714270[accn],Illumina MiSeq,ERR771085,"1,190,201",401.7M,185.3Mb,3/4/15
ERR771085,ERX714270,ERX714270[accn],Illumina MiSeq,ERR771085,"1,190,201",401.7M,185.3Mb,3/4/15
ERR771086,ERX714237,ERX714237[accn],Illumina MiSeq,ERR771086,"1,394,470",442M,192.2Mb,3/4/15
ERR771086,ERX714237,ERX714237[accn],Illumina MiSeq,ERR771086,"1,394,470",442M,192.2Mb,3/4/15
ERR771087,ERX714301,ERX714301[accn],Illumina MiSeq,ERR771087,"1,083,095",352.3M,159.1Mb,3/4/15
ERR771087,ERX714301,ERX714301[accn],Illumina MiSeq,ERR771087,"1,083,095",352.3M,159.1Mb,3/4/15
ERR771088,ERX714303,ERX714303[accn],Illumina MiSeq,ERR771088,"1,072,444",359M,167Mb,3/4/15
ERR771088,ERX714303,ERX714303[accn],Illumina MiSeq,ERR771088,"1,072,444",359M,167Mb,3/4/15
ERR771089,ERX714302,ERX714302[accn],Illumina MiSeq,ERR771089,"1,082,235",365M,170.2Mb,3/4/15
ERR771089,ERX714302,ERX714302[accn],Illumina MiSeq,ERR771089,"1,082,235",365M,170.2Mb,3/4/15
ERR771090,ERX714304,ERX714304[accn],Illumina MiSeq,ERR771090,"1,050,843",328.8M,146.2Mb,3/4/15
ERR771090,ERX714304,ERX714304[accn],Illumina MiSeq,ERR771090,"1,050,843",328.8M,146.2Mb,3/4/15
ERR771091,ERX714254,ERX714254[accn],Illumina MiSeq,ERR771091,"993,189",320.8M,142.6Mb,3/4/15
ERR771091,ERX714254,ERX714254[accn],Illumina MiSeq,ERR771091,"993,189",320.8M,142.6Mb,3/4/15
ERR771093,ERX714310,ERX714310[accn],Illumina MiSeq,ERR771093,"1,522,835",474.1M,215.1Mb,3/4/15
ERR771093,ERX714310,ERX714310[accn],Illumina MiSeq,ERR771093,"1,522,835",474.1M,215.1Mb,3/4/15
ERR771094,ERX714309,ERX714309[accn],Illumina MiSeq,ERR771094,"1,311,996",429M,203.7Mb,3/4/15
ERR771094,ERX714309,ERX714309[accn],Illumina MiSeq,ERR771094,"1,311,996",429M,203.7Mb,3/4/15
ERR771095,ERX714308,ERX714308[accn],Illumina MiSeq,ERR771095,"929,805",288.4M,132.1Mb,3/4/15
ERR771095,ERX714308,ERX714308[accn],Illumina MiSeq,ERR771095,"929,805",288.4M,132.1Mb,3/4/15
ERR771096,ERX714307,ERX714307[accn],Illumina MiSeq,ERR771096,"938,162",312.8M,148.5Mb,3/4/15
ERR771096,ERX714307,ERX714307[accn],Illumina MiSeq,ERR771096,"938,162",312.8M,148.5Mb,3/4/15
ERR771097,ERX714311,ERX714311[accn],Illumina MiSeq,ERR771097,"883,110",273.4M,133.5Mb,3/4/15
ERR771097,ERX714311,ERX714311[accn],Illumina MiSeq,ERR771097,"883,110",273.4M,133.5Mb,3/4/15
ERR771098,ERX714366,ERX714366[accn],Illumina MiSeq,ERR771098,"1,437,571",427.3M,191.7Mb,3/4/15
ERR771098,ERX714366,ERX714366[accn],Illumina MiSeq,ERR771098,"1,437,571",427.3M,191.7Mb,3/4/15
ERR771099,ERX714365,ERX714365[accn],Illumina MiSeq,ERR771099,"1,064,254",334.1M,152.2Mb,3/4/15
ERR771099,ERX714365,ERX714365[accn],Illumina MiSeq,ERR771099,"1,064,254",334.1M,152.2Mb,3/4/15
ERR771100,ERX714306,ERX714306[accn],Illumina MiSeq,ERR771100,"1,440,765",433.7M,190.9Mb,3/4/15
ERR771100,ERX714306,ERX714306[accn],Illumina MiSeq,ERR771100,"1,440,765",433.7M,190.9Mb,3/4/15
ERR771101,ERX714249,ERX714249[accn],Illumina MiSeq,ERR771101,"1,202,212",386.5M,179Mb,3/4/15
ERR771101,ERX714249,ERX714249[accn],Illumina MiSeq,ERR771101,"1,202,212",386.5M,179Mb,3/4/15
ERR771102,ERX714248,ERX714248[accn],Illumina MiSeq,ERR771102,"659,225",238.9M,110.4Mb,3/4/15
ERR771102,ERX714248,ERX714248[accn],Illumina MiSeq,ERR771102,"659,225",238.9M,110.4Mb,3/4/15
ERR771103,ERX714247,ERX714247[accn],Illumina MiSeq,ERR771103,"1,154,227",417.7M,222.7Mb,3/4/15
ERR771103,ERX714247,ERX714247[accn],Illumina MiSeq,ERR771103,"1,154,227",417.7M,222.7Mb,3/4/15
ERR771104,ERX714312,ERX714312[accn],Illumina MiSeq,ERR771104,"1,326,984",507.1M,273Mb,3/4/15
ERR771104,ERX714312,ERX714312[accn],Illumina MiSeq,ERR771104,"1,326,984",507.1M,273Mb,3/4/15
ERR770958,ERX714221,ERX714221[accn],Illumina MiSeq,ERR770958,"910,076",372.7M,197Mb,3/4/15
ERR770958,ERX714221,ERX714221[accn],Illumina MiSeq,ERR770958,"910,076",372.7M,197Mb,3/4/15
ERR770959,ERX714313,ERX714313[accn],Illumina MiSeq,ERR770959,"1,390,178",485.2M,250.8Mb,3/4/15
ERR770959,ERX714313,ERX714313[accn],Illumina MiSeq,ERR770959,"1,390,178",485.2M,250.8Mb,3/4/15
ERR770960,ERX714314,ERX714314[accn],Illumina MiSeq,ERR770960,"1,243,027",401.5M,204.5Mb,3/4/15
ERR770960,ERX714314,ERX714314[accn],Illumina MiSeq,ERR770960,"1,243,027",401.5M,204.5Mb,3/4/15
ERR770961,ERX714241,ERX714241[accn],Illumina MiSeq,ERR770961,"2,954,465",1.6G,950.1Mb,3/4/15
ERR770961,ERX714241,ERX714241[accn],Illumina MiSeq,ERR770961,"2,954,465",1.6G,950.1Mb,3/4/15
ERR770962,ERX714315,ERX714315[accn],Illumina MiSeq,ERR770962,"1,242,413",463.2M,243.9Mb,3/4/15
ERR770962,ERX714315,ERX714315[accn],Illumina MiSeq,ERR770962,"1,242,413",463.2M,243.9Mb,3/4/15
ERR770963,ERX714251,ERX714251[accn],Illumina MiSeq,ERR770963,"1,339,269",485M,264.1Mb,3/4/15
ERR770963,ERX714251,ERX714251[accn],Illumina MiSeq,ERR770963,"1,339,269",485M,264.1Mb,3/4/15
ERR770964,ERX714356,ERX714356[accn],Illumina MiSeq,ERR770964,"1,151,860",416.1M,213.6Mb,3/4/15
ERR770964,ERX714356,ERX714356[accn],Illumina MiSeq,ERR770964,"1,151,860",416.1M,213.6Mb,3/4/15
ERR770965,ERX714355,ERX714355[accn],Illumina MiSeq,ERR770965,"1,446,509",543.8M,282.9Mb,3/4/15
ERR770965,ERX714355,ERX714355[accn],Illumina MiSeq,ERR770965,"1,446,509",543.8M,282.9Mb,3/4/15
ERR770966,ERX714354,ERX714354[accn],Illumina MiSeq,ERR770966,"1,424,231",509M,270.3Mb,3/4/15
ERR770966,ERX714354,ERX714354[accn],Illumina MiSeq,ERR770966,"1,424,231",509M,270.3Mb,3/4/15
ERR770967,ERX714316,ERX714316[accn],Illumina MiSeq,ERR770967,"1,442,630",548.2M,289Mb,3/4/15
ERR770967,ERX714316,ERX714316[accn],Illumina MiSeq,ERR770967,"1,442,630",548.2M,289Mb,3/4/15
ERR770969,ERX714236,ERX714236[accn],Illumina MiSeq,ERR770969,"1,281,107",453.5M,234.4Mb,3/4/15
ERR770969,ERX714236,ERX714236[accn],Illumina MiSeq,ERR770969,"1,281,107",453.5M,234.4Mb,3/4/15
ERR770970,ERX714364,ERX714364[accn],Illumina MiSeq,ERR770970,"1,102,976",425.5M,217.7Mb,3/4/15
ERR770970,ERX714364,ERX714364[accn],Illumina MiSeq,ERR770970,"1,102,976",425.5M,217.7Mb,3/4/15
ERR770971,ERX714363,ERX714363[accn],Illumina MiSeq,ERR770971,"1,442,142",499.9M,264.2Mb,3/4/15
ERR770971,ERX714363,ERX714363[accn],Illumina MiSeq,ERR770971,"1,442,142",499.9M,264.2Mb,3/4/15
ERR770972,ERX714317,ERX714317[accn],Illumina MiSeq,ERR770972,"1,215,082",471.9M,248Mb,3/4/15
ERR770972,ERX714317,ERX714317[accn],Illumina MiSeq,ERR770972,"1,215,082",471.9M,248Mb,3/4/15
ERR770975,ERX714259,ERX714259[accn],Illumina MiSeq,ERR770975,"1,247,179",467.5M,243.9Mb,3/4/15
ERR770975,ERX714259,ERX714259[accn],Illumina MiSeq,ERR770975,"1,247,179",467.5M,243.9Mb,3/4/15
ERR770976,ERX714320,ERX714320[accn],Illumina MiSeq,ERR770976,"1,149,852",416.1M,217.1Mb,3/4/15
ERR770976,ERX714320,ERX714320[accn],Illumina MiSeq,ERR770976,"1,149,852",416.1M,217.1Mb,3/4/15
ERR770977,ERX714261,ERX714261[accn],Illumina MiSeq,ERR770977,"1,254,116",579.4M,308.4Mb,3/4/15
ERR770977,ERX714261,ERX714261[accn],Illumina MiSeq,ERR770977,"1,254,116",579.4M,308.4Mb,3/4/15
ERR770978,ERX714234,ERX714234[accn],Illumina MiSeq,ERR770978,"1,141,446",537.8M,277.9Mb,3/4/15
ERR770978,ERX714234,ERX714234[accn],Illumina MiSeq,ERR770978,"1,141,446",537.8M,277.9Mb,3/4/15
ERR770979,ERX714321,ERX714321[accn],Illumina MiSeq,ERR770979,"1,163,672",547.4M,288.2Mb,3/4/15
ERR770979,ERX714321,ERX714321[accn],Illumina MiSeq,ERR770979,"1,163,672",547.4M,288.2Mb,3/4/15
ERR770981,ERX714319,ERX714319[accn],Illumina MiSeq,ERR770981,"1,151,638",550.7M,293.4Mb,3/4/15
ERR770981,ERX714319,ERX714319[accn],Illumina MiSeq,ERR770981,"1,151,638",550.7M,293.4Mb,3/4/15
ERR770982,ERX714262,ERX714262[accn],Illumina MiSeq,ERR770982,"1,608,978",725.7M,370Mb,3/4/15
ERR770982,ERX714262,ERX714262[accn],Illumina MiSeq,ERR770982,"1,608,978",725.7M,370Mb,3/4/15
ERR770983,ERX714343,ERX714343[accn],Illumina MiSeq,ERR770983,"1,199,113",653.6M,346.3Mb,3/4/15
ERR770983,ERX714343,ERX714343[accn],Illumina MiSeq,ERR770983,"1,199,113",653.6M,346.3Mb,3/4/15
ERR770984,ERX714220,ERX714220[accn],Illumina MiSeq,ERR770984,"999,104",552.1M,285.9Mb,3/4/15
ERR770984,ERX714220,ERX714220[accn],Illumina MiSeq,ERR770984,"999,104",552.1M,285.9Mb,3/4/15
ERR770985,ERX714263,ERX714263[accn],Illumina MiSeq,ERR770985,"1,310,774",591.6M,304.5Mb,3/4/15
ERR770985,ERX714263,ERX714263[accn],Illumina MiSeq,ERR770985,"1,310,774",591.6M,304.5Mb,3/4/15
ERR770986,ERX714342,ERX714342[accn],Illumina MiSeq,ERR770986,"1,330,321",588.5M,297.6Mb,3/4/15
ERR770986,ERX714342,ERX714342[accn],Illumina MiSeq,ERR770986,"1,330,321",588.5M,297.6Mb,3/4/15
ERR770987,ERX714265,ERX714265[accn],Illumina MiSeq,ERR770987,"1,402,406",607.4M,301.3Mb,3/4/15
ERR770987,ERX714265,ERX714265[accn],Illumina MiSeq,ERR770987,"1,402,406",607.4M,301.3Mb,3/4/15
ERR770989,ERX714322,ERX714322[accn],Illumina MiSeq,ERR770989,"1,235,324",568.7M,293.4Mb,3/4/15
ERR770989,ERX714322,ERX714322[accn],Illumina MiSeq,ERR770989,"1,235,324",568.7M,293.4Mb,3/4/15
ERR770990,ERX714334,ERX714334[accn],Illumina MiSeq,ERR770990,"1,102,444",605M,317.4Mb,3/4/15
ERR770990,ERX714334,ERX714334[accn],Illumina MiSeq,ERR770990,"1,102,444",605M,317.4Mb,3/4/15
ERR770991,ERX714346,ERX714346[accn],Illumina MiSeq,ERR770991,"1,591,374",725.1M,376.9Mb,3/4/15
ERR770991,ERX714346,ERX714346[accn],Illumina MiSeq,ERR770991,"1,591,374",725.1M,376.9Mb,3/4/15
ERR770992,ERX714264,ERX714264[accn],Illumina MiSeq,ERR770992,"1,435,771",667.5M,346.4Mb,3/4/15
ERR770992,ERX714264,ERX714264[accn],Illumina MiSeq,ERR770992,"1,435,771",667.5M,346.4Mb,3/4/15
ERR770993,ERX714252,ERX714252[accn],Illumina MiSeq,ERR770993,"1,334,725",645.5M,342Mb,3/4/15
ERR770993,ERX714252,ERX714252[accn],Illumina MiSeq,ERR770993,"1,334,725",645.5M,342Mb,3/4/15
ERR770994,ERX714344,ERX714344[accn],Illumina MiSeq,ERR770994,"1,500,574",702.3M,358.9Mb,3/4/15
ERR770994,ERX714344,ERX714344[accn],Illumina MiSeq,ERR770994,"1,500,574",702.3M,358.9Mb,3/4/15
ERR770995,ERX714345,ERX714345[accn],Illumina MiSeq,ERR770995,"2,784,782",1.3G,626.4Mb,3/4/15
ERR770995,ERX714345,ERX714345[accn],Illumina MiSeq,ERR770995,"2,784,782",1.3G,626.4Mb,3/4/15
ERR770996,ERX714229,ERX714229[accn],Illumina MiSeq,ERR770996,"1,478,579",685.5M,352.1Mb,3/4/15
ERR770996,ERX714229,ERX714229[accn],Illumina MiSeq,ERR770996,"1,478,579",685.5M,352.1Mb,3/4/15
ERR770997,ERX714323,ERX714323[accn],Illumina MiSeq,ERR770997,"1,440,731",671.6M,345.6Mb,3/4/15
ERR770997,ERX714323,ERX714323[accn],Illumina MiSeq,ERR770997,"1,440,731",671.6M,345.6Mb,3/4/15
ERR771000,ERX714266,ERX714266[accn],Illumina MiSeq,ERR771000,"1,361,126",658.8M,349.2Mb,3/4/15
ERR771000,ERX714266,ERX714266[accn],Illumina MiSeq,ERR771000,"1,361,126",658.8M,349.2Mb,3/4/15
ERR771001,ERX714349,ERX714349[accn],Illumina MiSeq,ERR771001,"979,085",554.6M,288Mb,3/4/15
ERR771001,ERX714349,ERX714349[accn],Illumina MiSeq,ERR771001,"979,085",554.6M,288Mb,3/4/15
ERR771002,ERX714348,ERX714348[accn],Illumina MiSeq,ERR771002,"1,273,415",652.4M,321Mb,3/4/15
ERR771002,ERX714348,ERX714348[accn],Illumina MiSeq,ERR771002,"1,273,415",652.4M,321Mb,3/4/15
ERR771003,ERX714324,ERX714324[accn],Illumina MiSeq,ERR771003,"511,010",287.9M,146.2Mb,3/4/15
ERR771003,ERX714324,ERX714324[accn],Illumina MiSeq,ERR771003,"511,010",287.9M,146.2Mb,3/4/15
ERR771004,ERX714350,ERX714350[accn],Illumina MiSeq,ERR771004,"1,400,278",648.9M,305.5Mb,3/4/15
ERR771004,ERX714350,ERX714350[accn],Illumina MiSeq,ERR771004,"1,400,278",648.9M,305.5Mb,3/4/15
ERR771005,ERX714258,ERX714258[accn],Illumina MiSeq,ERR771005,"1,193,666",614.3M,298.4Mb,3/4/15
ERR771005,ERX714258,ERX714258[accn],Illumina MiSeq,ERR771005,"1,193,666",614.3M,298.4Mb,3/4/15
ERR771006,ERX714326,ERX714326[accn],Illumina MiSeq,ERR771006,"1,186,452",580.1M,258.2Mb,3/4/15
ERR771006,ERX714326,ERX714326[accn],Illumina MiSeq,ERR771006,"1,186,452",580.1M,258.2Mb,3/4/15
ERR771007,ERX714226,ERX714226[accn],Illumina MiSeq,ERR771007,"65,937",37.2M,21.8Mb,3/4/15
ERR771007,ERX714226,ERX714226[accn],Illumina MiSeq,ERR771007,"65,937",37.2M,21.8Mb,3/4/15
ERR771009,ERX714325,ERX714325[accn],Illumina MiSeq,ERR771009,"1,487,040",673.8M,309.8Mb,3/4/15
ERR771009,ERX714325,ERX714325[accn],Illumina MiSeq,ERR771009,"1,487,040",673.8M,309.8Mb,3/4/15
ERR771010,ERX714245,ERX714245[accn],Illumina MiSeq,ERR771010,"1,282,987",671.3M,315Mb,3/4/15
ERR771010,ERX714245,ERX714245[accn],Illumina MiSeq,ERR771010,"1,282,987",671.3M,315Mb,3/4/15
ERR771011,ERX714328,ERX714328[accn],Illumina MiSeq,ERR771011,"1,639,623",713.6M,328.9Mb,3/4/15
ERR771011,ERX714328,ERX714328[accn],Illumina MiSeq,ERR771011,"1,639,623",713.6M,328.9Mb,3/4/15
ERR771012,ERX714330,ERX714330[accn],Illumina MiSeq,ERR771012,"1,458,970",671.5M,333.1Mb,3/4/15
ERR771012,ERX714330,ERX714330[accn],Illumina MiSeq,ERR771012,"1,458,970",671.5M,333.1Mb,3/4/15
ERR771013,ERX714357,ERX714357[accn],Illumina MiSeq,ERR771013,"1,545,753",686.5M,328.3Mb,3/4/15
ERR771013,ERX714357,ERX714357[accn],Illumina MiSeq,ERR771013,"1,545,753",686.5M,328.3Mb,3/4/15
ERR771014,ERX714331,ERX714331[accn],Illumina MiSeq,ERR771014,"1,193,837",593.6M,278.2Mb,3/4/15
ERR771014,ERX714331,ERX714331[accn],Illumina MiSeq,ERR771014,"1,193,837",593.6M,278.2Mb,3/4/15
ERR771017,ERX714327,ERX714327[accn],Illumina MiSeq,ERR771017,"1,408,435",659.1M,305.4Mb,3/4/15
ERR771017,ERX714327,ERX714327[accn],Illumina MiSeq,ERR771017,"1,408,435",659.1M,305.4Mb,3/4/15
ERR771018,ERX714244,ERX714244[accn],Illumina MiSeq,ERR771018,"828,380",419.1M,192.1Mb,3/4/15
ERR771018,ERX714244,ERX714244[accn],Illumina MiSeq,ERR771018,"828,380",419.1M,192.1Mb,3/4/15
ERR771019,ERX714353,ERX714353[accn],Illumina MiSeq,ERR771019,"1,252,579",634.5M,300.8Mb,3/4/15
ERR771019,ERX714353,ERX714353[accn],Illumina MiSeq,ERR771019,"1,252,579",634.5M,300.8Mb,3/4/15
ERR771020,ERX714351,ERX714351[accn],Illumina MiSeq,ERR771020,"1,524,912",723.8M,319.5Mb,3/4/15
ERR771020,ERX714351,ERX714351[accn],Illumina MiSeq,ERR771020,"1,524,912",723.8M,319.5Mb,3/4/15
ERR771021,ERX714352,ERX714352[accn],Illumina MiSeq,ERR771021,"1,469,948",644.3M,290.3Mb,3/4/15
ERR771021,ERX714352,ERX714352[accn],Illumina MiSeq,ERR771021,"1,469,948",644.3M,290.3Mb,3/4/15
ERR771022,ERX714219,ERX714219[accn],Illumina MiSeq,ERR771022,"601,873",348.9M,177.2Mb,3/4/15
ERR771022,ERX714219,ERX714219[accn],Illumina MiSeq,ERR771022,"601,873",348.9M,177.2Mb,3/4/15
ERR771024,ERX714361,ERX714361[accn],Illumina MiSeq,ERR771024,"985,490",469.4M,228Mb,3/4/15
ERR771024,ERX714361,ERX714361[accn],Illumina MiSeq,ERR771024,"985,490",469.4M,228Mb,3/4/15
ERR771025,ERX714362,ERX714362[accn],Illumina MiSeq,ERR771025,"1,058,477",492.7M,234Mb,3/4/15
