accession,experiment,experiment,instrument,run,spots,bases,size,published
ERR771025,ERX714362,ERX714362[accn],Illumina MiSeq,ERR771025,"1,058,477",492.7M,234Mb,3/4/15
ERR771027,ERX714332,ERX714332[accn],Illumina MiSeq,ERR771027,"1,512,017",582.5M,267.1Mb,3/4/15
ERR771027,ERX714332,ERX714332[accn],Illumina MiSeq,ERR771027,"1,512,017",582.5M,267.1Mb,3/4/15
ERR771033,ERX714329,ERX714329[accn],Illumina MiSeq,ERR771033,"1,098,515",461.7M,217.3Mb,3/4/15
ERR771033,ERX714329,ERX714329[accn],Illumina MiSeq,ERR771033,"1,098,515",461.7M,217.3Mb,3/4/15
ERR771043,ERX714218,ERX714218[accn],Illumina MiSeq,ERR771043,"837,506",442.7M,218.1Mb,3/4/15
ERR771043,ERX714218,ERX714218[accn],Illumina MiSeq,ERR771043,"837,506",442.7M,218.1Mb,3/4/15
ERR771063,ERX714360,ERX714360[accn],Illumina MiSeq,ERR771063,"924,092",469.4M,221.6Mb,3/4/15
ERR771063,ERX714360,ERX714360[accn],Illumina MiSeq,ERR771063,"924,092",469.4M,221.6Mb,3/4/15
ERR771062,ERX714359,ERX714359[accn],Illumina MiSeq,ERR771062,"938,207",477.1M,232.6Mb,3/4/15
ERR771062,ERX714359,ERX714359[accn],Illumina MiSeq,ERR771062,"938,207",477.1M,232.6Mb,3/4/15
ERR771073,ERX714246,ERX714246[accn],Illumina MiSeq,ERR771073,"1,074,205",510.9M,250.6Mb,3/4/15
ERR771073,ERX714246,ERX714246[accn],Illumina MiSeq,ERR771073,"1,074,205",510.9M,250.6Mb,3/4/15
ERR771078,ERX714333,ERX714333[accn],Illumina MiSeq,ERR771078,"1,147,632",463.9M,223.5Mb,3/4/15
ERR771078,ERX714333,ERX714333[accn],Illumina MiSeq,ERR771078,"1,147,632",463.9M,223.5Mb,3/4/15
ERR771105,ERX714339,ERX714339[accn],Illumina MiSeq,ERR771105,"1,080,279",497M,238.9Mb,3/4/15
ERR771105,ERX714339,ERX714339[accn],Illumina MiSeq,ERR771105,"1,080,279",497M,238.9Mb,3/4/15
ERR770968,ERX714239,ERX714239[accn],Illumina MiSeq,ERR770968,"842,193",434.9M,211Mb,3/4/15
ERR770968,ERX714239,ERX714239[accn],Illumina MiSeq,ERR770968,"842,193",434.9M,211Mb,3/4/15
ERR770980,ERX714336,ERX714336[accn],Illumina MiSeq,ERR770980,"2,194,847",646.2M,264.2Mb,3/4/15
ERR770980,ERX714336,ERX714336[accn],Illumina MiSeq,ERR770980,"2,194,847",646.2M,264.2Mb,3/4/15
ERR770998,ERX714338,ERX714338[accn],Illumina MiSeq,ERR770998,"836,526",437.3M,211.6Mb,3/4/15
ERR770998,ERX714338,ERX714338[accn],Illumina MiSeq,ERR770998,"836,526",437.3M,211.6Mb,3/4/15
ERR770999,ERX714269,ERX714269[accn],Illumina MiSeq,ERR770999,"962,714",471M,236.4Mb,3/4/15
ERR770999,ERX714269,ERX714269[accn],Illumina MiSeq,ERR770999,"962,714",471M,236.4Mb,3/4/15
ERR771008,ERX714238,ERX714238[accn],Illumina MiSeq,ERR771008,"1,156,719",434.7M,196Mb,3/4/15
ERR771008,ERX714238,ERX714238[accn],Illumina MiSeq,ERR771008,"1,156,719",434.7M,196Mb,3/4/15
ERR771016,ERX714341,ERX714341[accn],Illumina MiSeq,ERR771016,"929,633",454.1M,222.2Mb,3/4/15
ERR771016,ERX714341,ERX714341[accn],Illumina MiSeq,ERR771016,"929,633",454.1M,222.2Mb,3/4/15
ERR771026,ERX714337,ERX714337[accn],Illumina MiSeq,ERR771026,"978,081",476.4M,231.3Mb,3/4/15
ERR771026,ERX714337,ERX714337[accn],Illumina MiSeq,ERR771026,"978,081",476.4M,231.3Mb,3/4/15
ERR771106,ERX714340,ERX714340[accn],Illumina MiSeq,ERR771106,"1,054,096",497.2M,240.3Mb,3/4/15
ERR771106,ERX714340,ERX714340[accn],Illumina MiSeq,ERR771106,"1,054,096",497.2M,240.3Mb,3/4/15
ERR771015,ERX714267,ERX714267[accn],Illumina MiSeq,ERR771015,"1,578,582",709.3M,346.3Mb,3/4/15
ERR771015,ERX714267,ERX714267[accn],Illumina MiSeq,ERR771015,"1,578,582",709.3M,346.3Mb,3/4/15
ERR771092,ERX714305,ERX714305[accn],Illumina MiSeq,ERR771092,"1,187,223",407M,180Mb,3/4/15
ERR771092,ERX714305,ERX714305[accn],Illumina MiSeq,ERR771092,"1,187,223",407M,180Mb,3/4/15
ERR771060,ERX714233,ERX714233[accn],Illumina MiSeq,ERR771060,"147,325",69.2M,39.6Mb,3/4/15
ERR771060,ERX714233,ERX714233[accn],Illumina MiSeq,ERR771060,"147,325",69.2M,39.6Mb,3/4/15
ERR771023,ERX714268,ERX714268[accn],Illumina MiSeq,ERR771023,"876,042",405.5M,192.4Mb,3/4/15
ERR771023,ERX714268,ERX714268[accn],Illumina MiSeq,ERR771023,"876,042",405.5M,192.4Mb,3/4/15
ERR771061,ERX714240,ERX714240[accn],Illumina MiSeq,ERR771061,"954,030",376.7M,197.3Mb,3/4/15
ERR771061,ERX714240,ERX714240[accn],Illumina MiSeq,ERR771061,"954,030",376.7M,197.3Mb,3/4/15
ERR770988,ERX714335,ERX714335[accn],Illumina MiSeq,ERR770988,"824,184",441.4M,213.5Mb,3/4/15
ERR770988,ERX714335,ERX714335[accn],Illumina MiSeq,ERR770988,"824,184",441.4M,213.5Mb,3/4/15
ERR771064,ERX714230,ERX714230[accn],Illumina MiSeq,ERR771064,"1,185,409",451.1M,233.3Mb,3/4/15
ERR771064,ERX714230,ERX714230[accn],Illumina MiSeq,ERR771064,"1,185,409",451.1M,233.3Mb,3/4/15
ERR855786,ERX935424,ERX935424[accn],Illumina MiSeq,ERR855786,"1,632,186",565.1M,297Mb,4/15/15
ERR855786,ERX935424,ERX935424[accn],Illumina MiSeq,ERR855786,"1,632,186",565.1M,297Mb,4/15/15
ERR164416,ERX140291,ERX140291[accn],454 GS FLX Titanium,ERR164416,"106,684",59.5M,129.9Mb,4/18/13
ERR164421,ERX140294,ERX140294[accn],454 GS FLX Titanium,ERR164421,"514,048",313.8M,658.3Mb,4/18/13
ERR315857,ERX289005,ERX289005[accn],Illumina HiSeq 2000,ERR315857,"110,583,306",23G,15Gb,8/9/13
ERR315857,ERX289005,ERX289005[accn],Illumina HiSeq 2000,ERR315857,"110,583,306",23G,15Gb,8/9/13
ERR164410,ERX140289,ERX140289[accn],454 GS FLX Titanium,ERR164410,"631,249",512.7M,932.8Mb,4/18/13
ERR164422,ERX140301,ERX140301[accn],454 GS FLX Titanium,ERR164422,"721,343",404.7M,878.7Mb,4/18/13
ERR315856,ERX289004,ERX289004[accn],Illumina HiSeq 2000,ERR315856,"89,259,915",18.6G,10Gb,8/9/13
ERR315856,ERX289004,ERX289004[accn],Illumina HiSeq 2000,ERR315856,"89,259,915",18.6G,10Gb,8/9/13
ERR164409,ERX140286,ERX140286[accn],454 GS FLX Titanium,ERR164409,"258,615",147.6M,324.7Mb,12/25/13
ERR315858,ERX289007,ERX289007[accn],Illumina HiSeq 2000,ERR315858,"37,472,639",7.9G,4.6Gb,12/25/13
ERR315858,ERX289007,ERX289007[accn],Illumina HiSeq 2000,ERR315858,"37,472,639",7.9G,4.6Gb,12/25/13
ERR315861,ERX289009,ERX289009[accn],Illumina HiSeq 2000,ERR315861,"37,310,366",7.9G,4.5Gb,12/25/13
ERR315861,ERX289009,ERX289009[accn],Illumina HiSeq 2000,ERR315861,"37,310,366",7.9G,4.5Gb,12/25/13
ERR164408,ERX140285,ERX140285[accn],454 GS FLX Titanium,ERR164408,"274,932",158.1M,344.5Mb,12/25/13
ERR315859,ERX289006,ERX289006[accn],Illumina HiSeq 2000,ERR315859,"37,184,688",7.9G,4.5Gb,12/25/13
ERR315859,ERX289006,ERX289006[accn],Illumina HiSeq 2000,ERR315859,"37,184,688",7.9G,4.5Gb,12/25/13
ERR315860,ERX289008,ERX289008[accn],Illumina HiSeq 2000,ERR315860,"36,515,588",7.8G,4.4Gb,12/25/13
ERR315860,ERX289008,ERX289008[accn],Illumina HiSeq 2000,ERR315860,"36,515,588",7.8G,4.4Gb,12/25/13
ERR164407,ERX140284,ERX140284[accn],454 GS FLX Titanium,ERR164407,"282,806",161.9M,354.4Mb,12/25/13
ERR315862,ERX289010,ERX289010[accn],Illumina HiSeq 2000,ERR315862,"157,929,848",31.4G,18.3Gb,12/25/13
ERR315862,ERX289010,ERX289010[accn],Illumina HiSeq 2000,ERR315862,"157,929,848",31.4G,18.3Gb,12/25/13
ERR315863,ERX289011,ERX289011[accn],Illumina HiSeq 2000,ERR315863,"81,462,943",16G,9.8Gb,12/25/13
ERR315863,ERX289011,ERX289011[accn],Illumina HiSeq 2000,ERR315863,"81,462,943",16G,9.8Gb,12/25/13
ERR318618,ERX291766,ERX291766[accn],Illumina Genome Analyzer IIx,ERR318618,"78,363,621",15.9G,8.4Gb,12/25/13
ERR318618,ERX291766,ERX291766[accn],Illumina Genome Analyzer IIx,ERR318618,"78,363,621",15.9G,8.4Gb,12/25/13
ERR318619,ERX291768,ERX291768[accn],Illumina Genome Analyzer IIx,ERR318619,"7,753,939",1.2G,741.8Mb,12/25/13
ERR318619,ERX291768,ERX291768[accn],Illumina Genome Analyzer IIx,ERR318619,"7,753,939",1.2G,741.8Mb,12/25/13
ERR318620,ERX291769,ERX291769[accn],Illumina Genome Analyzer IIx,ERR318620,"79,459,583",16.1G,8.6Gb,12/25/13
ERR318620,ERX291769,ERX291769[accn],Illumina Genome Analyzer IIx,ERR318620,"79,459,583",16.1G,8.6Gb,12/25/13
ERR318621,ERX291767,ERX291767[accn],Illumina Genome Analyzer IIx,ERR318621,"7,841,374",1.2G,773.3Mb,12/25/13
ERR318621,ERX291767,ERX291767[accn],Illumina Genome Analyzer IIx,ERR318621,"7,841,374",1.2G,773.3Mb,12/25/13
ERR164424,ERX140299,ERX140299[accn],454 GS FLX Titanium,ERR164424,"72,886",40.9M,89.7Mb,4/18/13
ERR598955,ERX555964,ERX555964[accn],Illumina HiSeq 2000,ERR598955,"173,346,004",34.4G,22Gb,9/13/14
ERR598955,ERX555964,ERX555964[accn],Illumina HiSeq 2000,ERR598955,"173,346,004",34.4G,22Gb,9/13/14
ERR599003,ERX556024,ERX556024[accn],Illumina HiSeq 2000,ERR599003,"28,822,442",5.5G,3.3Gb,9/13/14
ERR599003,ERX556024,ERX556024[accn],Illumina HiSeq 2000,ERR599003,"28,822,442",5.5G,3.3Gb,9/13/14
ERR164420,ERX140295,ERX140295[accn],454 GS FLX Titanium,ERR164420,"189,854",106.7M,231.9Mb,4/18/13
ERR598950,ERX556067,ERX556067[accn],Illumina HiSeq 2000,ERR598950,"31,054,711",6.2G,3.6Gb,9/13/14
ERR598950,ERX556067,ERX556067[accn],Illumina HiSeq 2000,ERR598950,"31,054,711",6.2G,3.6Gb,9/13/14
ERR599095,ERX555913,ERX555913[accn],Illumina HiSeq 2000,ERR599095,"207,091,837",40.6G,27.8Gb,9/13/14
ERR599095,ERX555913,ERX555913[accn],Illumina HiSeq 2000,ERR599095,"207,091,837",40.6G,27.8Gb,9/13/14
ERR164413,ERX140302,ERX140302[accn],454 GS FLX Titanium,ERR164413,"134,941",74.4M,162.5Mb,4/18/13
ERR594288,ERX552288,ERX552288[accn],Illumina HiSeq 2000,ERR594288,"147,450,847",28.8G,18.9Gb,9/7/14
ERR594288,ERX552288,ERX552288[accn],Illumina HiSeq 2000,ERR594288,"147,450,847",28.8G,18.9Gb,9/7/14
ERR594316,ERX552251,ERX552251[accn],Illumina HiSeq 2000,ERR594316,"24,490,102",4.9G,2.8Gb,9/7/14
ERR594316,ERX552251,ERX552251[accn],Illumina HiSeq 2000,ERR594316,"24,490,102",4.9G,2.8Gb,9/7/14
ERR594317,ERX552248,ERX552248[accn],Illumina HiSeq 2000,ERR594317,"72,867,764",14.3G,9.4Gb,9/7/14
ERR594317,ERX552248,ERX552248[accn],Illumina HiSeq 2000,ERR594317,"72,867,764",14.3G,9.4Gb,9/7/14
ERR594315,ERX552291,ERX552291[accn],Illumina HiSeq 2000,ERR594315,"29,758,680",6G,3.4Gb,9/7/14
ERR594315,ERX552291,ERX552291[accn],Illumina HiSeq 2000,ERR594315,"29,758,680",6G,3.4Gb,9/7/14
ERR594329,ERX552303,ERX552303[accn],Illumina HiSeq 2000,ERR594329,"178,517,957",35.2G,22.3Gb,9/7/14
ERR594329,ERX552303,ERX552303[accn],Illumina HiSeq 2000,ERR594329,"178,517,957",35.2G,22.3Gb,9/7/14
ERR598993,ERX555914,ERX555914[accn],Illumina HiSeq 2000,ERR598993,"179,380,493",35.7G,22.7Gb,9/13/14
ERR598993,ERX555914,ERX555914[accn],Illumina HiSeq 2000,ERR598993,"179,380,493",35.7G,22.7Gb,9/13/14
ERR599140,ERX556002,ERX556002[accn],Illumina HiSeq 2000,ERR599140,"28,107,661",5.4G,3.3Gb,9/13/14
ERR599140,ERX556002,ERX556002[accn],Illumina HiSeq 2000,ERR599140,"28,107,661",5.4G,3.3Gb,9/13/14
ERR599073,ERX556039,ERX556039[accn],Illumina HiSeq 2000,ERR599073,"34,674,548",6.9G,3.9Gb,9/13/14
ERR599073,ERX556039,ERX556039[accn],Illumina HiSeq 2000,ERR599073,"34,674,548",6.9G,3.9Gb,9/13/14
ERR599092,ERX555962,ERX555962[accn],Illumina HiSeq 2000,ERR599092,"169,336,043",33.7G,21Gb,9/13/14
ERR599092,ERX555962,ERX555962[accn],Illumina HiSeq 2000,ERR599092,"169,336,043",33.7G,21Gb,9/13/14
ERR598951,ERX556082,ERX556082[accn],Illumina HiSeq 2000,ERR598951,"30,171,447",6G,3.6Gb,9/13/14
ERR598951,ERX556082,ERX556082[accn],Illumina HiSeq 2000,ERR598951,"30,171,447",6G,3.6Gb,9/13/14
ERR599043,ERX555952,ERX555952[accn],Illumina HiSeq 2000,ERR599043,"198,608,764",39.2G,25.4Gb,9/13/14
ERR599043,ERX555952,ERX555952[accn],Illumina HiSeq 2000,ERR599043,"198,608,764",39.2G,25.4Gb,9/13/14
ERR599094,ERX556032,ERX556032[accn],Illumina HiSeq 2000,ERR599094,"164,146,857",32.5G,20.8Gb,9/13/14
ERR599094,ERX556032,ERX556032[accn],Illumina HiSeq 2000,ERR599094,"164,146,857",32.5G,20.8Gb,9/13/14
ERR599153,ERX556124,ERX556124[accn],Illumina HiSeq 2000,ERR599153,"29,167,051",5.8G,3.3Gb,9/13/14
ERR599153,ERX556124,ERX556124[accn],Illumina HiSeq 2000,ERR599153,"29,167,051",5.8G,3.3Gb,9/13/14
ERR598969,ERX556018,ERX556018[accn],Illumina HiSeq 2000,ERR598969,"34,486,935",6.4G,3.8Gb,9/13/14
ERR598969,ERX556018,ERX556018[accn],Illumina HiSeq 2000,ERR598969,"34,486,935",6.4G,3.8Gb,9/13/14
ERR599106,ERX555912,ERX555912[accn],Illumina HiSeq 2000,ERR599106,"166,388,827",32.5G,21Gb,9/13/14
ERR599106,ERX555912,ERX555912[accn],Illumina HiSeq 2000,ERR599106,"166,388,827",32.5G,21Gb,9/13/14
ERR164417,ERX140296,ERX140296[accn],454 GS FLX Titanium,ERR164417,"687,518",386.1M,830.5Mb,4/18/13
ERR599041,ERX556080,ERX556080[accn],Illumina HiSeq 2000,ERR599041,"48,683,248",9.7G,6Gb,9/13/14
ERR599041,ERX556080,ERX556080[accn],Illumina HiSeq 2000,ERR599041,"48,683,248",9.7G,6Gb,9/13/14
ERR599116,ERX556022,ERX556022[accn],Illumina HiSeq 2000,ERR599116,"127,806,508",25.5G,15.5Gb,9/13/14
ERR599116,ERX556022,ERX556022[accn],Illumina HiSeq 2000,ERR599116,"127,806,508",25.5G,15.5Gb,9/13/14
ERR599155,ERX556066,ERX556066[accn],Illumina HiSeq 2000,ERR599155,"22,345,279",4.5G,2.5Gb,9/13/14
ERR599155,ERX556066,ERX556066[accn],Illumina HiSeq 2000,ERR599155,"22,345,279",4.5G,2.5Gb,9/13/14
ERR599061,ERX556055,ERX556055[accn],Illumina HiSeq 2000,ERR599061,"29,953,054",6G,3.6Gb,9/13/14
ERR599061,ERX556055,ERX556055[accn],Illumina HiSeq 2000,ERR599061,"29,953,054",6G,3.6Gb,9/13/14
ERR599097,ERX555931,ERX555931[accn],Illumina HiSeq 2000,ERR599097,"167,058,316",33G,21.2Gb,9/13/14
ERR599097,ERX555931,ERX555931[accn],Illumina HiSeq 2000,ERR599097,"167,058,316",33G,21.2Gb,9/13/14
ERR599049,ERX556035,ERX556035[accn],Illumina HiSeq 2000,ERR599049,"85,133,875",16.8G,11Gb,9/13/14
ERR599049,ERX556035,ERX556035[accn],Illumina HiSeq 2000,ERR599049,"85,133,875",16.8G,11Gb,9/13/14
ERR599134,ERX555946,ERX555946[accn],Illumina HiSeq 2000,ERR599134,"42,401,297",8.4G,5Gb,9/13/14
ERR599134,ERX555946,ERX555946[accn],Illumina HiSeq 2000,ERR599134,"42,401,297",8.4G,5Gb,9/13/14
ERR598959,ERX555909,ERX555909[accn],Illumina HiSeq 2000,ERR598959,"39,588,227",7.8G,4.7Gb,9/13/14
ERR598959,ERX555909,ERX555909[accn],Illumina HiSeq 2000,ERR598959,"39,588,227",7.8G,4.7Gb,9/13/14
ERR598991,ERX555978,ERX555978[accn],Illumina HiSeq 2000,ERR598991,"81,065,985",16G,10.3Gb,9/13/14
ERR598991,ERX555978,ERX555978[accn],Illumina HiSeq 2000,ERR598991,"81,065,985",16G,10.3Gb,9/13/14
ERR594328,ERX552240,ERX552240[accn],Illumina HiSeq 2000,ERR594328,"104,201,672",21G,13.2Gb,9/7/14
ERR594328,ERX552240,ERX552240[accn],Illumina HiSeq 2000,ERR594328,"104,201,672",21G,13.2Gb,9/7/14
ERR598975,ERX555956,ERX555956[accn],Illumina HiSeq 2000,ERR598975,"37,677,371",7.4G,4.5Gb,9/13/14
ERR598975,ERX555956,ERX555956[accn],Illumina HiSeq 2000,ERR598975,"37,677,371",7.4G,4.5Gb,9/13/14
ERR599111,ERX556025,ERX556025[accn],Illumina HiSeq 2000,ERR599111,"187,030,708",36.6G,24.2Gb,9/13/14
ERR599111,ERX556025,ERX556025[accn],Illumina HiSeq 2000,ERR599111,"187,030,708",36.6G,24.2Gb,9/13/14
ERR598966,ERX556073,ERX556073[accn],Illumina HiSeq 2000,ERR598966,"43,069,804",8.6G,4.9Gb,9/13/14
ERR598966,ERX556073,ERX556073[accn],Illumina HiSeq 2000,ERR598966,"43,069,804",8.6G,4.9Gb,9/13/14
ERR599143,ERX555943,ERX555943[accn],Illumina HiSeq 2000,ERR599143,"82,513,154",16.3G,10.5Gb,9/13/14
ERR599143,ERX555943,ERX555943[accn],Illumina HiSeq 2000,ERR599143,"82,513,154",16.3G,10.5Gb,9/13/14
ERR594334,ERX552247,ERX552247[accn],Illumina HiSeq 2000,ERR594334,"23,962,301",4.8G,2.7Gb,9/7/14
ERR594334,ERX552247,ERX552247[accn],Illumina HiSeq 2000,ERR594334,"23,962,301",4.8G,2.7Gb,9/7/14
ERR164414,ERX140300,ERX140300[accn],454 GS FLX Titanium,ERR164414,"113,801",64.5M,141.5Mb,4/18/13
ERR164419,ERX140303,ERX140303[accn],454 GS FLX Titanium,ERR164419,"650,025",372.4M,811Mb,4/18/13
ERR598974,ERX556135,ERX556135[accn],Illumina HiSeq 2000,ERR598974,"32,688,174",6.5G,3.9Gb,9/13/14
ERR598974,ERX556135,ERX556135[accn],Illumina HiSeq 2000,ERR598974,"32,688,174",6.5G,3.9Gb,9/13/14
ERR599028,ERX556019,ERX556019[accn],Illumina HiSeq 2000,ERR599028,"168,362,651",33.2G,21.9Gb,9/13/14
ERR599028,ERX556019,ERX556019[accn],Illumina HiSeq 2000,ERR599028,"168,362,651",33.2G,21.9Gb,9/13/14
ERR599031,ERX556069,ERX556069[accn],Illumina HiSeq 2000,ERR599031,"29,275,624",5.8G,3.6Gb,9/13/14
ERR599031,ERX556069,ERX556069[accn],Illumina HiSeq 2000,ERR599031,"29,275,624",5.8G,3.6Gb,9/13/14
ERR599062,ERX556027,ERX556027[accn],Illumina HiSeq 2000,ERR599062,"170,126,485",33.5G,21.7Gb,9/13/14
ERR599062,ERX556027,ERX556027[accn],Illumina HiSeq 2000,ERR599062,"170,126,485",33.5G,21.7Gb,9/13/14
ERR594290,ERX552294,ERX552294[accn],Illumina HiSeq 2000,ERR594290,"77,851,600",15.7G,10.2Gb,9/7/14
ERR594290,ERX552294,ERX552294[accn],Illumina HiSeq 2000,ERR594290,"77,851,600",15.7G,10.2Gb,9/7/14
ERR594345,ERX552299,ERX552299[accn],Illumina HiSeq 2000,ERR594345,"188,517,258",38.1G,24.6Gb,9/7/14
ERR594345,ERX552299,ERX552299[accn],Illumina HiSeq 2000,ERR594345,"188,517,258",38.1G,24.6Gb,9/7/14
ERR599102,ERX556006,ERX556006[accn],Illumina HiSeq 2000,ERR599102,"91,220,211",18G,11.8Gb,9/13/14
ERR599102,ERX556006,ERX556006[accn],Illumina HiSeq 2000,ERR599102,"91,220,211",18G,11.8Gb,9/13/14
ERR599158,ERX556116,ERX556116[accn],Illumina HiSeq 2000,ERR599158,"39,699,921",8G,4.6Gb,9/13/14
ERR599158,ERX556116,ERX556116[accn],Illumina HiSeq 2000,ERR599158,"39,699,921",8G,4.6Gb,9/13/14
ERR594330,ERX552267,ERX552267[accn],Illumina HiSeq 2000,ERR594330,"35,266,822",7.1G,4Gb,9/7/14
ERR594330,ERX552267,ERX552267[accn],Illumina HiSeq 2000,ERR594330,"35,266,822",7.1G,4Gb,9/7/14
ERR164418,ERX140288,ERX140288[accn],454 GS FLX Titanium,ERR164418,"747,681",425.2M,918.1Mb,4/18/13
ERR598949,ERX556061,ERX556061[accn],Illumina HiSeq 2000,ERR598949,"31,343,525",6.2G,3.6Gb,9/13/14
ERR598949,ERX556061,ERX556061[accn],Illumina HiSeq 2000,ERR598949,"31,343,525",6.2G,3.6Gb,9/13/14
ERR599082,ERX556034,ERX556034[accn],Illumina HiSeq 2000,ERR599082,"178,499,808",34.9G,23.4Gb,9/13/14
ERR599082,ERX556034,ERX556034[accn],Illumina HiSeq 2000,ERR599082,"178,499,808",34.9G,23.4Gb,9/13/14
ERR599109,ERX555980,ERX555980[accn],Illumina HiSeq 2000,ERR599109,"38,804,069",7.7G,4.6Gb,9/13/14
ERR599109,ERX555980,ERX555980[accn],Illumina HiSeq 2000,ERR599109,"38,804,069",7.7G,4.6Gb,9/13/14
ERR599167,ERX556078,ERX556078[accn],Illumina HiSeq 2000,ERR599167,"91,191,543",17.7G,11.9Gb,9/13/14
ERR599167,ERX556078,ERX556078[accn],Illumina HiSeq 2000,ERR599167,"91,191,543",17.7G,11.9Gb,9/13/14
ERR594312,ERX552273,ERX552273[accn],Illumina HiSeq 2000,ERR594312,"78,766,778",15.9G,10Gb,9/7/14
ERR594312,ERX552273,ERX552273[accn],Illumina HiSeq 2000,ERR594312,"78,766,778",15.9G,10Gb,9/7/14
ERR164426,ERX140290,ERX140290[accn],454 GS FLX Titanium,ERR164426,"755,914",427.3M,927.6Mb,4/18/13
ERR594327,ERX552289,ERX552289[accn],Illumina HiSeq 2000,ERR594327,"24,982,304",5G,2.9Gb,9/7/14
ERR594327,ERX552289,ERX552289[accn],Illumina HiSeq 2000,ERR594327,"24,982,304",5G,2.9Gb,9/7/14
ERR164415,ERX140287,ERX140287[accn],454 GS FLX Titanium,ERR164415,"737,840",403.5M,881.8Mb,4/18/13
ERR599145,ERX556015,ERX556015[accn],Illumina HiSeq 2000,ERR599145,"169,022,446",33.5G,20.8Gb,9/13/14
ERR599145,ERX556015,ERX556015[accn],Illumina HiSeq 2000,ERR599145,"169,022,446",33.5G,20.8Gb,9/13/14
ERR599037,ERX556021,ERX556021[accn],Illumina HiSeq 2000,ERR599037,"97,469,834",19G,12.3Gb,9/13/14
ERR599037,ERX556021,ERX556021[accn],Illumina HiSeq 2000,ERR599037,"97,469,834",19G,12.3Gb,9/13/14
ERR599172,ERX556100,ERX556100[accn],Illumina HiSeq 2000,ERR599172,"40,864,691",8.1G,5Gb,9/13/14
ERR599172,ERX556100,ERX556100[accn],Illumina HiSeq 2000,ERR599172,"40,864,691",8.1G,5Gb,9/13/14
ERR594346,ERX552263,ERX552263[accn],Illumina HiSeq 2000,ERR594346,"91,921,332",18.6G,11.5Gb,9/7/14
ERR594346,ERX552263,ERX552263[accn],Illumina HiSeq 2000,ERR594346,"91,921,332",18.6G,11.5Gb,9/7/14
ERR164412,ERX140293,ERX140293[accn],454 GS FLX Titanium,ERR164412,"731,726",408.6M,889.7Mb,4/18/13
ERR599011,ERX555983,ERX555983[accn],Illumina HiSeq 2000,ERR599011,"33,118,603",6.6G,3.9Gb,9/13/14
ERR599011,ERX555983,ERX555983[accn],Illumina HiSeq 2000,ERR599011,"33,118,603",6.6G,3.9Gb,9/13/14
ERR599074,ERX555906,ERX555906[accn],Illumina HiSeq 2000,ERR599074,"187,133,430",36.8G,24.4Gb,9/13/14
ERR599074,ERX555906,ERX555906[accn],Illumina HiSeq 2000,ERR599074,"187,133,430",36.8G,24.4Gb,9/13/14
ERR594295,ERX552259,ERX552259[accn],Illumina HiSeq 2000,ERR594295,"28,232,803",5.7G,3.3Gb,9/7/14
ERR594295,ERX552259,ERX552259[accn],Illumina HiSeq 2000,ERR594295,"28,232,803",5.7G,3.3Gb,9/7/14
ERR598977,ERX556125,ERX556125[accn],Illumina HiSeq 2000,ERR598977,"38,060,321",7.2G,4.2Gb,9/13/14
ERR598977,ERX556125,ERX556125[accn],Illumina HiSeq 2000,ERR598977,"38,060,321",7.2G,4.2Gb,9/13/14
ERR599053,ERX555976,ERX555976[accn],Illumina HiSeq 2000,ERR599053,"193,639,324",38.2G,25.2Gb,9/13/14
ERR599053,ERX555976,ERX555976[accn],Illumina HiSeq 2000,ERR599053,"193,639,324",38.2G,25.2Gb,9/13/14
ERR599075,ERX556052,ERX556052[accn],Illumina HiSeq 2000,ERR599075,"164,425,550",32.4G,21.3Gb,9/13/14
ERR599075,ERX556052,ERX556052[accn],Illumina HiSeq 2000,ERR599075,"164,425,550",32.4G,21.3Gb,9/13/14
ERR599141,ERX556118,ERX556118[accn],Illumina HiSeq 2000,ERR599141,"36,435,982",6.9G,3.9Gb,9/13/14
ERR599141,ERX556118,ERX556118[accn],Illumina HiSeq 2000,ERR599141,"36,435,982",6.9G,3.9Gb,9/13/14
ERR599013,ERX556136,ERX556136[accn],Illumina HiSeq 2000,ERR599013,"32,056,090",6.1G,3.5Gb,9/13/14
ERR599013,ERX556136,ERX556136[accn],Illumina HiSeq 2000,ERR599013,"32,056,090",6.1G,3.5Gb,9/13/14
ERR599130,ERX556098,ERX556098[accn],Illumina HiSeq 2000,ERR599130,"182,963,807",35.9G,24.3Gb,9/13/14
ERR599130,ERX556098,ERX556098[accn],Illumina HiSeq 2000,ERR599130,"182,963,807",35.9G,24.3Gb,9/13/14
ERR164411,ERX140297,ERX140297[accn],454 GS FLX Titanium,ERR164411,"678,020",408.8M,860.8Mb,4/18/13
ERR599045,ERX556132,ERX556132[accn],Illumina HiSeq 2000,ERR599045,"33,398,279",6.7G,3.9Gb,9/13/14
ERR599045,ERX556132,ERX556132[accn],Illumina HiSeq 2000,ERR599045,"33,398,279",6.7G,3.9Gb,9/13/14
ERR599054,ERX556105,ERX556105[accn],Illumina HiSeq 2000,ERR599054,"162,120,962",32.1G,20.6Gb,9/13/14
ERR599054,ERX556105,ERX556105[accn],Illumina HiSeq 2000,ERR599054,"162,120,962",32.1G,20.6Gb,9/13/14
ERR164423,ERX140298,ERX140298[accn],454 GS FLX Titanium,ERR164423,"692,670",388.9M,849.3Mb,4/18/13
