bases
111.7M
156.9M
116.5M
87.6M
93.6M
218.5M
200.1M
169.6M
94.8M
10.3G
5.8G
9.4G
5G
4.1G
5.9G
5.9G
7.5G
5.3G
8.8G
7.5G
5.7G
5G
9.2G
5.6G
5.6G
5.8G
5.8G
5.7G
4.3G
4.1G
3.5G
5.1G
4.6G
8.2G
3.1G
8.8G
344.1M
4.4G
257.7M
4.8G
7G
10.4G
33.1G
14.1G
14.2G
14.1G
16.6G
12.3G
824.2M
9.7G
9.9G
585M
9.5G
8.1G
9.5G
9.5G
11.3G
15.2G
10G
11.9G
27.1G
11.8G
13.1G
13.8G
14.4G
10.8G
578.6M
10.2G
9.1G
8.2G
8G
386.3M
9.4G
9.1G
11.3G
1.7G
10.5G
9.1G
1.8G
10.3G
10.7G
2.1G
10G
9G
6.4G
8.1G
8.5G
12.8G
17.6G
21.1G
23.3G
19.3G
9.7G
2.3G
12.2G
11.1G
1.9G
9.5G
11.8G
13G
12.9G
8G
25.9G
11.7G
4.4G
807.3M
19.4G
8.9G
7.4G
9.9G
16.4G
15.2G
19.1G
15.4G
931.6M
4.5G
4.5G
10.6G
10.6G
5.7M
5.7M
5.7G
5.7G
2.5G
2.5G
7.2G
7.2G
2.4G
2.4G
5.1G
5.1G
3G
3G
6.8G
6.8G
3.8G
3.8G
5.7G
5.7G
4.2G
4.2G
9.4G
9.4G
7.7G
7.7G
3.8G
3.8G
9.8G
9.8G
1.6G
1.6G
1.1G
1.1G
10.6G
10.6G
9.9G
9.9G
5.7G
5.7G
4.4G
4.4G
3.4G
3.4G
5.2G
5.2G
2.4G
2.4G
10.6G
10.6G
8.2G
8.2G
3.5G
3.5G
13.3G
13.3G
6.8G
6.8G
5G
5G
10.9G
10.9G
6G
6G
12.8G
12.8G
5G
5G
11.1G
11.1G
16.6G
16.6G
15.1G
15.1G
12.1G
12.1G
8.9G
8.9G
11.1G
11.1G
9.9G
9.9G
12.5G
12.5G
11.8G
11.8G
9.2G
9.2G
8.7G
8.7G
10.8G
10.8G
9.2G
9.2G
11.6G
11.6G
11.1G
11.1G
8.9G
8.9G
11.2G
11.2G
8.9G
8.9G
9.7G
9.7G
11.9G
11.9G
9.4G
9.4G
11.9G
11.9G
12.2G
12.2G
15.2G
15.2G
12.4G
12.4G
15.1G
15.1G
11.1G
11.1G
13.6G
13.6G
12.8G
12.8G
16.1G
16.1G
15.1G
15.1G
20.6G
20.6G
18.5G
18.5G
14.5G
14.5G
14.1G
14.1G
18.9G
18.9G
19.7G
19.7G
14.7G
14.7G
13.7G
13.7G
11.6G
11.6G
16G
16G
21.2G
21.2G
16.4G
16.4G
20.8G
20.8G
19.1G
19.1G
15.7G
15.7G
6.8G
6.8G
6.3G
6.3G
6.1G
6.1G
8.3G
8.3G
6.6G
6.6G
9.3G
9.3G
10.2G
10.2G
7.7G
7.7G
8.9G
8.9G
9.4G
9.4G
9.3G
9.3G
9.8G
9.8G
9G
9G
9.3G
9.3G
10.3G
10.3G
9.8G
9.8G
11.6G
11.6G
14G
14G
11.5G
11.5G
9.8G
9.8G
12.8G
12.8G
12.3G
12.3G
19.1G
19.1G
16.5G
16.5G
6.3G
6.3G
6.4G
6.4G
8.8G
8.8G
12.4G
12.4G
11.3G
11.3G
13.4G
13.4G
11.2G
11.2G
12.1G
12.1G
10.3G
10.3G
14.5G
14.5G
14.2G
14.2G
11.1G
11.1G
5.8G
5.8G
6.5G
6.5G
6.5G
6.5G
6.2G
6.2G
8G
8G
8.9G
8.9G
9.4G
9.4G
12.7G
12.7G
8.4G
8.4G
5.8G
5.8G
9.9G
9.9G
9G
9G
7.8G
7.8G
8.5G
8.5G
7.3G
7.3G
8.1G
8.1G
7G
7G
9.5G
9.5G
7.6G
7.6G
9.4G
9.4G
13.5G
13.5G
11.7G
11.7G
12G
12G
14.8G
14.8G
6.2G
6.2G
6.2G
6.2G
6.1G
6.1G
9.8G
9.8G
10.5G
10.5G
12.3G
12.3G
9.5G
9.5G
6.4G
6.4G
8G
8G
7.6G
7.6G
7.3G
7.3G
6.9G
6.9G
10.9G
10.9G
11.2G
11.2G
8.3G
8.3G
14.9G
14.9G
10.9G
10.9G
10.9G
10.9G
10.9G
10.9G
11.9G
11.9G
7.8G
7.8G
8.8G
8.8G
10.5G
10.5G
11.6G
11.6G
10.5G
10.5G
8.3G
8.3G
9.8G
9.8G
11.4G
11.4G
8G
8G
10G
10G
10.6G
10.6G
10.2G
10.2G
9.9G
9.9G
8.2G
8.2G
9.3G
9.3G
7.8G
7.8G
7.3G
7.3G
8.4G
8.4G
8.7G
8.7G
10.1G
10.1G
8.6G
8.6G
11.7G
11.7G
11.8G
11.8G
9.5G
9.5G
9.2G
9.2G
9.7G
9.7G
8.4G
8.4G
8.4G
8.4G
9.4G
9.4G
9.7G
9.7G
10.2G
10.2G
8.3G
8.3G
8.4G
8.4G
10.3G
10.3G
9.3G
9.3G
9.2G
9.2G
9.4G
9.4G
14.7G
14.7G
8.4G
8.4G
11.6G
11.6G
8.5G
8.5G
8.9G
8.9G
7.7G
7.7G
11.2G
11.2G
9.8G
9.8G
11.5G
11.5G
11.4G
11.4G
11.2G
11.2G
10G
10G
10.4G
10.4G
9.3G
9.3G
11.3G
11.3G
6.4G
6.4G
8.6G
8.6G
8.6G
8.6G
7.7G
7.7G
8.6G
8.6G
7.7G
7.7G
6.8G
6.8G
11.3G
11.3G
8.9G
8.9G
11.3G
11.3G
11.8G
11.8G
7.6G
7.6G
4G
4G
3.2G
3.2G
3.7G
3.7G
12.5G
12.5G
8G
8G
6G
6G
8.4G
8.4G
6.6G
6.6G
9.5G
9.5G
7G
7G
7.6G
7.6G
9.4G
9.4G
6.7G
6.7G
9.5G
9.5G
7.5G
7.5G
7.9G
7.9G
8.8G
8.8G
5.9G
5.9G
6.7G
6.7G
5.6G
5.6G
7.7G
7.7G
9.8G
9.8G
11.7G
11.7G
12.2G
12.2G
10G
10G
9.4G
9.4G
7.1G
7.1G
7.9G
7.9G
7.9G
10.2G
10.2G
5.4G
5.4G
13.6G
13.6G
13.7G
13.7G
5.3G
5.3G
9.4G
9.4G
10.8G
10.8G
7.6G
7.6G
9.6G
9.6G
11.6G
11.6G
7.1G
7.1G
7.6G
7.6G
4.6G
4.6G
7.7G
7.7G
12.2G
12.2G
10G
10G
10.7G
10.7G
11.4G
11.4G
4.6G
4.6G
3.6G
3.6G
4G
4G
7.2G
7.2G
10.8G
10.8G
8.9G
8.9G
5.4G
5.4G
4.7G
4.7G
10.1G
10.1G
10.3G
10.3G
9G
9G
5.3G
5.3G
6.2G
6.2G
8.4G
8.4G
14.7G
14.7G
4.6G
4.6G
8.9G
8.9G
8.3G
8.3G
6.9G
6.9G
16.1G
16.1G
15.9G
15.9G
156.9M
128.5M
147.3M
162M
437.2M
75.8M
771M
748.9M
725.6M
861.7M
819.9M
694.8M
781M
299.8M
751.3M
696M
732.8M
320M
727.8M
736.5M
668.2M
661.3M
118.1M
874.5M
863.8M
77.7M
400.7M
801.7M
762.1M
771.1M
764.1M
608.7M
890.4M
840.1M
765.8M
287.7M
736.3M
726.3M
731.5M
315.4M
707.7M
682.8M
613.1M
753.6M
25.7M
25.7M
40.2M
124M
127.2M
129.2M
145.2M
288.2M
288.2M
486.3M
486.3M
722.9M
722.9M
363.9M
775.7M
775.7M
363.7M
363.7M
314.9M
314.9M
509.2M
509.2M
300M
300M
333.5M
333.5M
760.7M
760.7M
2.2G
2.2G
681.6M
681.6M
890M
890M
628.3M
628.3M
1.8G
1.8G
944.5M
944.5M
883M
883M
818.7M
818.7M
742.4M
742.4M
743.8M
743.8M
602.5M
602.5M
1.4G
1.4G
1G
1G
1.1G
1.1G
849M
849M
905.5M
905.5M
700.6M
700.6M
451.1M
451.1M
804.2M
804.2M
463.6M
463.6M
507.2M
507.2M
586.9M
586.9M
635.6M
635.6M
368.7M
368.7M
514.7M
514.7M
460.4M
460.4M
536.2M
536.2M
605M
605M
480.8M
480.8M
259.3M
259.3M
457.1M
457.1M
477.1M
477.1M
457.7M
457.7M
427.5M
427.5M
729.9M
729.9M
352.1M
352.1M
348M
348M
401.7M
401.7M
442M
442M
352.3M
352.3M
359M
359M
365M
365M
328.8M
328.8M
320.8M
320.8M
474.1M
474.1M
429M
429M
288.4M
288.4M
312.8M
312.8M
273.4M
273.4M
427.3M
427.3M
334.1M
334.1M
433.7M
433.7M
386.5M
386.5M
238.9M
238.9M
417.7M
417.7M
507.1M
507.1M
372.7M
372.7M
485.2M
485.2M
401.5M
401.5M
1.6G
1.6G
463.2M
463.2M
485M
485M
416.1M
416.1M
543.8M
543.8M
509M
509M
548.2M
548.2M
453.5M
453.5M
425.5M
425.5M
499.9M
499.9M
471.9M
471.9M
467.5M
467.5M
416.1M
416.1M
579.4M
579.4M
537.8M
537.8M
547.4M
547.4M
550.7M
550.7M
725.7M
725.7M
653.6M
653.6M
552.1M
552.1M
591.6M
591.6M
588.5M
588.5M
607.4M
607.4M
568.7M
568.7M
605M
605M
725.1M
725.1M
667.5M
667.5M
645.5M
645.5M
702.3M
702.3M
1.3G
1.3G
685.5M
685.5M
671.6M
671.6M
658.8M
658.8M
554.6M
554.6M
652.4M
652.4M
287.9M
287.9M
648.9M
648.9M
614.3M
614.3M
580.1M
580.1M
37.2M
37.2M
673.8M
673.8M
671.3M
671.3M
713.6M
713.6M
671.5M
671.5M
686.5M
686.5M
593.6M
593.6M
659.1M
659.1M
419.1M
419.1M
634.5M
634.5M
723.8M
723.8M
644.3M
644.3M
348.9M
348.9M
469.4M
469.4M
492.7M
492.7M
582.5M
582.5M
461.7M
461.7M
442.7M
442.7M
469.4M
469.4M
477.1M
477.1M
510.9M
510.9M
463.9M
463.9M
497M
497M
434.9M
434.9M
646.2M
646.2M
437.3M
437.3M
471M
471M
434.7M
434.7M
454.1M
454.1M
476.4M
476.4M
497.2M
497.2M
709.3M
709.3M
407M
407M
69.2M
69.2M
405.5M
405.5M
376.7M
376.7M
441.4M
441.4M
451.1M
451.1M
565.1M
565.1M
59.5M
313.8M
23G
23G
512.7M
404.7M
18.6G
18.6G
147.6M
7.9G
7.9G
7.9G
7.9G
158.1M
7.9G
7.9G
7.8G
7.8G
161.9M
31.4G
31.4G
16G
16G
15.9G
15.9G
1.2G
1.2G
16.1G
16.1G
1.2G
1.2G
40.9M
34.4G
34.4G
5.5G
5.5G
106.7M
6.2G
6.2G
40.6G
40.6G
74.4M
28.8G
28.8G
4.9G
4.9G
14.3G
14.3G
6G
6G
35.2G
35.2G
35.7G
35.7G
5.4G
5.4G
6.9G
6.9G
33.7G
33.7G
6G
6G
39.2G
39.2G
32.5G
32.5G
5.8G
5.8G
6.4G
6.4G
32.5G
32.5G
386.1M
9.7G
9.7G
25.5G
25.5G
4.5G
4.5G
6G
6G
33G
33G
16.8G
16.8G
8.4G
8.4G
7.8G
7.8G
16G
16G
21G
21G
7.4G
7.4G
36.6G
36.6G
8.6G
8.6G
16.3G
16.3G
4.8G
4.8G
64.5M
372.4M
6.5G
6.5G
33.2G
33.2G
5.8G
5.8G
33.5G
33.5G
15.7G
15.7G
38.1G
38.1G
18G
18G
8G
8G
7.1G
7.1G
425.2M
6.2G
6.2G
34.9G
34.9G
7.7G
7.7G
17.7G
17.7G
15.9G
15.9G
427.3M
5G
5G
403.5M
33.5G
33.5G
19G
19G
8.1G
8.1G
18.6G
18.6G
408.6M
6.6G
6.6G
36.8G
36.8G
5.7G
5.7G
7.2G
7.2G
38.2G
38.2G
32.4G
32.4G
6.9G
6.9G
6.1G
6.1G
35.9G
35.9G
408.8M
6.7G
6.7G
32.1G
32.1G
388.9M
6.5G
6.5G
42.6G
42.6G
18.3G
18.3G
434.1M
5.8G
5.8G
34.4G
34.4G
31.6G
31.6G
7.1G
7.1G
32.2G
32.2G
42.2G
42.2G
32.3G
32.3G
33.5G
33.5G
28.9G
28.9G
9G
9G
8.7G
8.7G
45.7G
45.7G
8.8G
8.8G
15.1G
15.1G
8.1G
8.1G
24.2G
24.2G
7.9G
7.9G
12.7G
12.7G
9.1G
9.1G
19.2G
19.2G
17.8G
17.8G
38.2G
38.2G
5.8G
5.8G
11G
11G
4.8G
4.8G
26.2G
26.2G
18.9G
18.9G
7.6G
7.6G
7.6G
7.6G
17G
17G
7.8G
7.8G
7.7G
7.7G
8.1G
8.1G
8.3G
8.3G
35.2G
35.2G
35.2G
35.2G
31.3G
31.3G
5.8G
5.8G
36.6G
36.6G
27.7G
27.7G
7.2G
7.2G
7.4G
7.4G
14.1G
14.1G
34.3G
34.3G
36G
36G
12.6G
12.6G
6.6G
6.6G
6.7G
6.7G
34.6G
34.6G
28.8G
28.8G
8G
8G
16.9G
16.9G
39G
39G
36G
36G
32.8G
32.8G
5.6G
5.6G
16.2G
16.2G
16.5G
16.5G
40.3G
40.3G
32.1G
32.1G
34.5G
34.5G
6.9G
6.9G
23G
23G
9.5G
9.5G
19.4G
19.4G
8.9G
8.9G
36.3G
36.3G
5.7G
5.7G
39.1G
39.1G
39.4G
39.4G
31.9G
31.9G
6.1G
6.1G
35.5G
35.5G
33.8G
33.8G
33.3G
33.3G
38.3G
38.3G
5.9G
5.9G
39.5G
39.5G
30G
30G
39.9G
39.9G
5.9G
5.9G
32.5G
32.5G
29G
29G
5.6G
5.6G
39.2G
39.2G
41G
41G
31.5G
31.5G
6G
6G
40.7G
40.7G
30.7G
30.7G
35.7G
35.7G
16.3G
16.3G
10.3G
10.3G
7.2G
7.2G
36.3G
36.3G
6.7G
6.7G
36.8G
36.8G
31.9G
31.9G
7.6G
7.6G
6.4G
6.4G
35.9G
35.9G
32.3G
32.3G
7.6G
7.6G
32G
32G
27.4G
27.4G
33.5G
33.5G
45.5G
45.5G
37.4G
37.4G
43.2G
43.2G
16.3G
16.3G
8.8G
8.8G
7.9G
7.9G
17.3G
17.3G
36.9G
36.9G
7.1G
7.1G
34.1G
34.1G
33.6G
33.6G
4.9G
4.9G
23.5G
23.5G
8.9G
8.9G
28.7G
28.7G
5.2G
5.2G
22.7G
22.7G
9G
9G
4.4G
4.4G
26G
26G
9.1G
9.1G
7.3G
7.3G
26.4G
26.4G
4.7G
4.7G
9.3G
9.3G
25.1G
25.1G
32.9G
32.9G
4.7G
4.7G
26.4G
26.4G
13.7G
13.7G
33.4G
33.4G
5.3G
5.3G
31.7G
31.7G
4.2G
4.2G
21.2G
21.2G
8.3G
8.3G
31.9G
6.3G
6.3G
8.8G
8.8G
29.5G
29.5G
31.9G
31.9G
41.7G
41.7G
38G
38G
35.1G
35.1G
37.5G
37.5G
37.1G
37.1G
41G
41G
33.8G
33.8G
39.4G
39.4G
40.6G
40.6G
29.8G
29.8G
36.4G
36.4G
27.7G
27.7G
16.5G
16.5G
26.7G
26.7G
30.6G
30.6G
9.9G
9.9G
9.9G
9.9G
10.1G
10.1G
9.8G
9.8G
15G
15G
27.1G
27.1G
30.9G
30.9G
31.5G
31.5G
24.6G
24.6G
30.4G
30.4G
15.9G
15.9G
32.4G
32.4G
34.5G
34.5G
33.7G
33.7G
37.4G
37.4G
37G
37G
9.4G
9.4G
9.2G
9.2G
9.1G
9.1G
9.1G
9.1G
19G
19G
33.7G
33.7G
32.6G
32.6G
9.2G
9.2G
9.4G
9.4G
9.1G
9.1G
9.1G
9.1G
15.8G
15.8G
29.9G
29.9G
34.2G
34.2G
24.7G
24.7G
9.3G
9.3G
9.4G
9.4G
9.3G
9.3G
9.2G
9.2G
18G
18G
30.7G
30.7G
33.2G
33.2G
8.1G
8.1G
8.1G
8.1G
8.2G
8.2G
8.4G
8.4G
17.2G
17.2G
37.6G
37.6G
33.7G
33.7G
36.5G
36.5G
20.3G
20.3G
35.1G
35.1G
38.5G
38.5G
30.4G
30.4G
29.6G
29.6G
37.3G
37.3G
33G
33G
51.2G
51.2G
40.1G
40.1G
33.8G
33.8G
53.5G
53.5G
35.5G
35.5G
42.9G
42.9G
17.9G
17.9G
23.3G
23.3G
36.5G
9.5G
9.5G
9.6G
9.6G
9.7G
9.7G
9.6G
9.6G
10G
10G
10G
10G
10G
10G
10G
10G
38G
38G
34G
34G
38.6G
38.6G
8.5G
8.5G
8.6G
8.6G
8.6G
8.6G
35.4G
35.4G
36.8G
33.9G
31.2G
31.2G
30.9G
30.9G
32.4G
32.4G
35.4G
35.4G
35.6G
35.6G
43.9G
43.9G
38.1G
38.1G
34.7G
34.7G
35G
35G
32.5G
32.5G
33.6G
33.6G
30.5G
30.5G
38G
38G
34.1G
34.1G
33.5G
33.5G
36.2G
36.2G
35.3G
35.3G
38.1G
38.1G
29.7G
29.7G
38.2G
38.2G
36.1G
36.1G
39.1G
39.1G
36.2G
36.2G
32.7G
32.7G
34.2G
34.2G
34.1G
34.1G
